"Year","Area_type","Area_code","Area_description","Maori_descent_code","Maori_descent_description","Census_usually_resident_population_count","Maori_descent_indicator_percent"
2018,"Statistical Area 2","248900","Johnsonville Central","4","Don't know","51","  1.8"
2018,"Statistical Area 2","248900","Johnsonville Central","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","248900","Johnsonville Central","9","Not stated","0",".."
2018,"Statistical Area 2","248900","Johnsonville Central","Total","Total","2802",".."
2018,"Statistical Area 2","248900","Johnsonville Central","Total stated","Total stated","2802","100.0"
2018,"Statistical Area 2","249000","Broadmeadows","1","Maori descent","141","  8.7"
2018,"Statistical Area 2","249000","Broadmeadows","2","No Maori descent","1470"," 90.2"
2018,"Statistical Area 2","249000","Broadmeadows","4","Don't know","21","  1.3"
2018,"Statistical Area 2","249000","Broadmeadows","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","249000","Broadmeadows","9","Not stated","0",".."
2018,"Statistical Area 2","249000","Broadmeadows","Total","Total","1629",".."
2018,"Statistical Area 2","249000","Broadmeadows","Total stated","Total stated","1629","100.0"
2018,"Statistical Area 2","249100","Crofton Downs","1","Maori descent","138","  8.4"
2018,"Statistical Area 2","249100","Crofton Downs","2","No Maori descent","1479"," 90.1"
2018,"Statistical Area 2","249100","Crofton Downs","4","Don't know","21","  1.3"
2018,"Statistical Area 2","249100","Crofton Downs","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","249100","Crofton Downs","9","Not stated","0",".."
2018,"Statistical Area 2","249100","Crofton Downs","Total","Total","1641",".."
2018,"Statistical Area 2","249100","Crofton Downs","Total stated","Total stated","1641","100.0"
2018,"Statistical Area 2","249200","Johnsonville South","1","Maori descent","183"," 10.8"
2018,"Statistical Area 2","249200","Johnsonville South","2","No Maori descent","1497"," 88.5"
2018,"Statistical Area 2","249200","Johnsonville South","4","Don't know","12","  0.7"
2018,"Statistical Area 2","249200","Johnsonville South","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","249200","Johnsonville South","9","Not stated","0",".."
2018,"Statistical Area 2","249200","Johnsonville South","Total","Total","1692",".."
2018,"Statistical Area 2","249200","Johnsonville South","Total stated","Total stated","1692","100.0"
2018,"Statistical Area 2","249300","Khandallah Reserve","1","Maori descent","141","  6.9"
2018,"Statistical Area 2","249300","Khandallah Reserve","2","No Maori descent","1866"," 91.6"
2018,"Statistical Area 2","249300","Khandallah Reserve","4","Don't know","33","  1.6"
2018,"Statistical Area 2","249300","Khandallah Reserve","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","249300","Khandallah Reserve","9","Not stated","0",".."
2018,"Statistical Area 2","249300","Khandallah Reserve","Total","Total","2037",".."
2018,"Statistical Area 2","249300","Khandallah Reserve","Total stated","Total stated","2037","100.0"
2018,"Statistical Area 2","249400","Karori Park","1","Maori descent","369","  8.1"
2018,"Statistical Area 2","249400","Karori Park","2","No Maori descent","4122"," 90.3"
2018,"Statistical Area 2","249400","Karori Park","4","Don't know","78","  1.7"
2018,"Statistical Area 2","249400","Karori Park","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","249400","Karori Park","9","Not stated","0",".."
2018,"Statistical Area 2","249400","Karori Park","Total","Total","4566",".."
2018,"Statistical Area 2","249400","Karori Park","Total stated","Total stated","4566","100.0"
2018,"Statistical Area 2","249500","Newlands North","1","Maori descent","540"," 14.0"
2018,"Statistical Area 2","249500","Newlands North","2","No Maori descent","3249"," 84.5"
2018,"Statistical Area 2","249500","Newlands North","4","Don't know","57","  1.5"
2018,"Statistical Area 2","249500","Newlands North","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","249500","Newlands North","9","Not stated","0",".."
2018,"Statistical Area 2","249500","Newlands North","Total","Total","3846",".."
2018,"Statistical Area 2","249500","Newlands North","Total stated","Total stated","3846","100.0"
2018,"Statistical Area 2","249600","Ngaio South","1","Maori descent","222","  7.2"
2018,"Statistical Area 2","249600","Ngaio South","2","No Maori descent","2811"," 91.1"
2018,"Statistical Area 2","249600","Ngaio South","4","Don't know","54","  1.7"
2018,"Statistical Area 2","249600","Ngaio South","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","249600","Ngaio South","9","Not stated","0",".."
2018,"Statistical Area 2","249600","Ngaio South","Total","Total","3087",".."
2018,"Statistical Area 2","249600","Ngaio South","Total stated","Total stated","3087","100.0"
2018,"Statistical Area 2","249700","Newlands South","1","Maori descent","477"," 12.0"
2018,"Statistical Area 2","249700","Newlands South","2","No Maori descent","3417"," 85.9"
2018,"Statistical Area 2","249700","Newlands South","4","Don't know","81","  2.0"
2018,"Statistical Area 2","249700","Newlands South","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","249700","Newlands South","9","Not stated","0",".."
2018,"Statistical Area 2","249700","Newlands South","Total","Total","3978",".."
2018,"Statistical Area 2","249700","Newlands South","Total stated","Total stated","3978","100.0"
2018,"Statistical Area 2","249800","Woodridge","1","Maori descent","111","  6.9"
2018,"Statistical Area 2","249800","Woodridge","2","No Maori descent","1476"," 92.0"
2018,"Statistical Area 2","249800","Woodridge","4","Don't know","18","  1.1"
2018,"Statistical Area 2","249800","Woodridge","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","249800","Woodridge","9","Not stated","0",".."
2018,"Statistical Area 2","249800","Woodridge","Total","Total","1605",".."
2018,"Statistical Area 2","249800","Woodridge","Total stated","Total stated","1605","100.0"
2018,"Statistical Area 2","249900","Karori North","1","Maori descent","123","  4.8"
2018,"Statistical Area 2","249900","Karori North","2","No Maori descent","2433"," 94.0"
2018,"Statistical Area 2","249900","Karori North","4","Don't know","33","  1.3"
2018,"Statistical Area 2","249900","Karori North","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","249900","Karori North","9","Not stated","0",".."
2018,"Statistical Area 2","249900","Karori North","Total","Total","2589",".."
2018,"Statistical Area 2","249900","Karori North","Total stated","Total stated","2589","100.0"
2018,"Statistical Area 2","250000","Khandallah North","1","Maori descent","189","  6.9"
2018,"Statistical Area 2","250000","Khandallah North","2","No Maori descent","2499"," 91.7"
2018,"Statistical Area 2","250000","Khandallah North","4","Don't know","33","  1.2"
2018,"Statistical Area 2","250000","Khandallah North","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","250000","Khandallah North","9","Not stated","0",".."
2018,"Statistical Area 2","250000","Khandallah North","Total","Total","2724",".."
2018,"Statistical Area 2","250000","Khandallah North","Total stated","Total stated","2724","100.0"
2018,"Statistical Area 2","250100","Wilton","1","Maori descent","237"," 10.7"
2018,"Statistical Area 2","250100","Wilton","2","No Maori descent","1917"," 86.9"
2018,"Statistical Area 2","250100","Wilton","4","Don't know","51","  2.3"
2018,"Statistical Area 2","250100","Wilton","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","250100","Wilton","9","Not stated","0",".."
2018,"Statistical Area 2","250100","Wilton","Total","Total","2205",".."
2018,"Statistical Area 2","250100","Wilton","Total stated","Total stated","2205","100.0"
2018,"Statistical Area 2","250200","Khandallah South","1","Maori descent","141","  7.0"
2018,"Statistical Area 2","250200","Khandallah South","2","No Maori descent","1818"," 90.7"
2018,"Statistical Area 2","250200","Khandallah South","4","Don't know","42","  2.1"
2018,"Statistical Area 2","250200","Khandallah South","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","250200","Khandallah South","9","Not stated","0",".."
2018,"Statistical Area 2","250200","Khandallah South","Total","Total","2004",".."
2018,"Statistical Area 2","250200","Khandallah South","Total stated","Total stated","2004","100.0"
2018,"Statistical Area 2","250300","Wadestown","1","Maori descent","297","  7.9"
2018,"Statistical Area 2","250300","Wadestown","2","No Maori descent","3381"," 90.1"
2018,"Statistical Area 2","250300","Wadestown","4","Don't know","75","  2.0"
2018,"Statistical Area 2","250300","Wadestown","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","250300","Wadestown","9","Not stated","0",".."
2018,"Statistical Area 2","250300","Wadestown","Total","Total","3753",".."
2018,"Statistical Area 2","250300","Wadestown","Total stated","Total stated","3753","100.0"
2018,"Statistical Area 2","250400","Karori South","1","Maori descent","351","  7.8"
2018,"Statistical Area 2","250400","Karori South","2","No Maori descent","4101"," 90.8"
2018,"Statistical Area 2","250400","Karori South","4","Don't know","69","  1.5"
2018,"Statistical Area 2","250400","Karori South","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","250400","Karori South","9","Not stated","0",".."
2018,"Statistical Area 2","250400","Karori South","Total","Total","4518",".."
2018,"Statistical Area 2","250400","Karori South","Total stated","Total stated","4518","100.0"
2018,"Statistical Area 2","250500","Onslow","1","Maori descent","177","  9.7"
2018,"Statistical Area 2","250500","Onslow","2","No Maori descent","1620"," 89.1"
2018,"Statistical Area 2","250500","Onslow","4","Don't know","21","  1.2"
2018,"Statistical Area 2","250500","Onslow","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","250500","Onslow","9","Not stated","0",".."
2018,"Statistical Area 2","250500","Onslow","Total","Total","1818",".."
2018,"Statistical Area 2","250500","Onslow","Total stated","Total stated","1818","100.0"
2018,"Statistical Area 2","250600","Karori East","1","Maori descent","210","  5.9"
2018,"Statistical Area 2","250600","Karori East","2","No Maori descent","3309"," 92.9"
2018,"Statistical Area 2","250600","Karori East","4","Don't know","42","  1.2"
2018,"Statistical Area 2","250600","Karori East","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","250600","Karori East","9","Not stated","0",".."
2018,"Statistical Area 2","250600","Karori East","Total","Total","3561",".."
2018,"Statistical Area 2","250600","Karori East","Total stated","Total stated","3561","100.0"
2018,"Statistical Area 2","250700","Pipitea-Kaiwharawhara","1","Maori descent","105"," 10.9"
2018,"Statistical Area 2","250700","Pipitea-Kaiwharawhara","2","No Maori descent","831"," 86.6"
2018,"Statistical Area 2","250700","Pipitea-Kaiwharawhara","4","Don't know","24","  2.5"
2018,"Statistical Area 2","250700","Pipitea-Kaiwharawhara","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","250700","Pipitea-Kaiwharawhara","9","Not stated","0",".."
2018,"Statistical Area 2","250700","Pipitea-Kaiwharawhara","Total","Total","960",".."
2018,"Statistical Area 2","250700","Pipitea-Kaiwharawhara","Total stated","Total stated","960","100.0"
2018,"Statistical Area 2","250800","Northland (Wellington City)","1","Maori descent","276","  7.8"
2018,"Statistical Area 2","250800","Northland (Wellington City)","2","No Maori descent","3210"," 90.4"
2018,"Statistical Area 2","250800","Northland (Wellington City)","4","Don't know","63","  1.8"
2018,"Statistical Area 2","250800","Northland (Wellington City)","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","250800","Northland (Wellington City)","9","Not stated","0",".."
2018,"Statistical Area 2","250800","Northland (Wellington City)","Total","Total","3552",".."
2018,"Statistical Area 2","250800","Northland (Wellington City)","Total stated","Total stated","3552","100.0"
2018,"Statistical Area 2","250900","Thorndon","1","Maori descent","336","  8.4"
2018,"Statistical Area 2","250900","Thorndon","2","No Maori descent","3618"," 90.0"
2018,"Statistical Area 2","250900","Thorndon","4","Don't know","66","  1.6"
2018,"Statistical Area 2","250900","Thorndon","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","250900","Thorndon","9","Not stated","0",".."
2018,"Statistical Area 2","250900","Thorndon","Total","Total","4020",".."
2018,"Statistical Area 2","250900","Thorndon","Total stated","Total stated","4020","100.0"
2018,"Statistical Area 2","251000","Wellington Botanic Gardens","1","Maori descent","111","  9.9"
2018,"Statistical Area 2","251000","Wellington Botanic Gardens","2","No Maori descent","981"," 87.7"
2018,"Statistical Area 2","251000","Wellington Botanic Gardens","4","Don't know","27","  2.4"
2018,"Statistical Area 2","251000","Wellington Botanic Gardens","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","251000","Wellington Botanic Gardens","9","Not stated","0",".."
2018,"Statistical Area 2","251000","Wellington Botanic Gardens","Total","Total","1119",".."
2018,"Statistical Area 2","251000","Wellington Botanic Gardens","Total stated","Total stated","1119","100.0"
2018,"Statistical Area 2","251100","Kelburn","1","Maori descent","162","  7.5"
2018,"Statistical Area 2","251100","Kelburn","2","No Maori descent","1947"," 90.3"
2018,"Statistical Area 2","251100","Kelburn","4","Don't know","45","  2.1"
2018,"Statistical Area 2","251100","Kelburn","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","251100","Kelburn","9","Not stated","0",".."
2018,"Statistical Area 2","251100","Kelburn","Total","Total","2157",".."
2018,"Statistical Area 2","251100","Kelburn","Total stated","Total stated","2157","100.0"
2018,"Statistical Area 2","251200","Aro Valley","1","Maori descent","396"," 10.5"
2018,"Statistical Area 2","251200","Aro Valley","2","No Maori descent","3264"," 86.8"
2018,"Statistical Area 2","251200","Aro Valley","4","Don't know","102","  2.7"
2018,"Statistical Area 2","251200","Aro Valley","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","251200","Aro Valley","9","Not stated","0",".."
2018,"Statistical Area 2","251200","Aro Valley","Total","Total","3762",".."
2018,"Statistical Area 2","251200","Aro Valley","Total stated","Total stated","3762","100.0"
2018,"Statistical Area 2","251300","Wellington University","1","Maori descent","153"," 10.2"
